ride_id,rideable_type,started_at,ended_at,start_station_name,end_station_name,tripduration,member_casual
ride_649857,classic_bike,2024-09-23 02:13:00,2024-09-23 02:18:00,E 17 St & Broadway,8 Ave & W 31 St,300,member
ride_584498,classic_bike,2024-09-11 22:40:00,2024-09-11 22:45:00,Hudson St & Reade St,University Pl & E 14 St,300,member
ride_163406,classic_bike,2024-09-03 15:30:00,2024-09-03 16:01:06,Central Park S & 6 Ave,W 21 St & 6 Ave,1866,member
ride_735863,classic_bike,2024-09-26 18:31:00,2024-09-26 19:04:36,W 21 St & 6 Ave,E 17 St & Broadway,2016,member
ride_956253,classic_bike,2024-09-09 03:14:00,2024-09-09 03:48:36,Central Park S & 6 Ave,Broadway & W 60 St,2076,member
ride_606384,classic_bike,2024-09-07 18:51:00,2024-09-07 19:18:06,Central Park S & 6 Ave,W 72 St & Columbus Ave,1626,member
ride_915573,classic_bike,2024-09-16 01:46:00,2024-09-16 02:03:54,8 Ave & W 31 St,E 17 St & Broadway,1074,member
ride_518084,classic_bike,2024-09-16 21:59:00,2024-09-16 22:24:06,W 41 St & 8 Ave,University Pl & E 14 St,1506,member
ride_581894,classic_bike,2024-09-21 23:39:00,2024-09-22 00:03:48,Fulton St & Broadway,Broadway & W 60 St,1488,member
ride_809570,electric_bike,2024-09-02 15:50:00,2024-09-02 16:52:06,8 Ave & W 31 St,E 17 St & Broadway,3726,casual
ride_739427,classic_bike,2024-09-06 16:32:00,2024-09-06 16:54:06,Hudson St & Reade St,W 72 St & Columbus Ave,1326,member
ride_350021,classic_bike,2024-10-01 18:45:00,2024-10-01 19:03:06,E 17 St & Broadway,W 21 St & 6 Ave,1086,member
ride_738720,electric_bike,2024-09-12 15:50:00,2024-09-12 16:44:24,Broadway & W 60 St,E 17 St & Broadway,3264,casual
ride_702727,classic_bike,2024-09-20 16:53:00,2024-09-20 17:11:42,W 72 St & Columbus Ave,8 Ave & W 31 St,1122,member
ride_790731,electric_bike,2024-09-10 22:35:00,2024-09-10 22:52:06,8 Ave & W 31 St,Central Park S & 6 Ave,1026,member
ride_700556,classic_bike,2024-09-04 20:04:00,2024-09-04 20:24:06,Broadway & W 60 St,W 41 St & 8 Ave,1206,member
ride_982885,classic_bike,2024-09-23 00:41:00,2024-09-23 00:54:18,8 Ave & W 31 St,University Pl & E 14 St,798,member
ride_184002,classic_bike,2024-09-19 00:00:00,2024-09-19 00:06:18,W 21 St & 6 Ave,W 72 St & Columbus Ave,378,member
ride_745972,electric_bike,2024-09-05 20:35:00,2024-09-05 20:56:30,Hudson St & Reade St,W 72 St & Columbus Ave,1290,member
ride_966120,classic_bike,2024-09-19 02:11:00,2024-09-19 02:26:48,W 41 St & 8 Ave,Broadway & W 60 St,948,member
ride_385192,classic_bike,2024-09-13 02:47:00,2024-09-13 03:08:36,W 41 St & 8 Ave,Fulton St & Broadway,1296,member
ride_795928,electric_bike,2024-09-11 03:56:00,2024-09-11 04:30:42,University Pl & E 14 St,Fulton St & Broadway,2082,member
ride_829168,classic_bike,2024-09-09 20:04:00,2024-09-09 20:16:06,8 Ave & W 31 St,Hudson St & Reade St,726,member
ride_301332,classic_bike,2024-09-14 19:31:00,2024-09-14 19:49:42,W 41 St & 8 Ave,Hudson St & Reade St,1122,member
ride_765678,classic_bike,2024-09-10 19:59:00,2024-09-10 20:27:48,E 17 St & Broadway,Hudson St & Reade St,1728,member
ride_211726,classic_bike,2024-09-10 21:15:00,2024-09-10 21:38:00,W 41 St & 8 Ave,University Pl & E 14 St,1380,member
ride_233827,classic_bike,2024-09-08 21:31:00,2024-09-08 21:43:54,8 Ave & W 31 St,Hudson St & Reade St,774,member
ride_364955,electric_bike,2024-09-27 21:38:00,2024-09-27 22:13:48,Broadway & W 60 St,Central Park S & 6 Ave,2148,member
ride_101773,classic_bike,2024-09-14 22:37:00,2024-09-14 22:51:06,W 21 St & 6 Ave,Fulton St & Broadway,846,member
ride_132653,classic_bike,2024-09-21 02:33:00,2024-09-21 03:05:12,Hudson St & Reade St,8 Ave & W 31 St,1932,member
ride_734487,classic_bike,2024-09-22 15:45:00,2024-09-22 16:08:24,W 72 St & Columbus Ave,W 21 St & 6 Ave,1404,member
ride_943298,classic_bike,2024-09-03 03:40:00,2024-09-03 04:01:18,Broadway & W 60 St,University Pl & E 14 St,1278,member
ride_443856,classic_bike,2024-10-01 00:42:00,2024-10-01 01:11:06,University Pl & E 14 St,W 72 St & Columbus Ave,1746,member
ride_890371,classic_bike,2024-09-02 21:50:00,2024-09-02 22:12:54,Central Park S & 6 Ave,Hudson St & Reade St,1374,member
ride_787277,electric_bike,2024-09-16 15:38:00,2024-09-16 16:46:12,W 41 St & 8 Ave,Central Park S & 6 Ave,4092,casual
ride_942127,classic_bike,2024-09-17 20:39:00,2024-09-17 21:05:24,W 21 St & 6 Ave,W 72 St & Columbus Ave,1584,member
ride_613234,classic_bike,2024-09-07 17:15:00,2024-09-07 17:24:48,Central Park S & 6 Ave,Fulton St & Broadway,588,member
ride_695361,electric_bike,2024-09-29 16:30:00,2024-09-29 16:45:18,W 41 St & 8 Ave,Broadway & W 60 St,918,member
ride_608149,classic_bike,2024-09-23 22:09:00,2024-09-23 22:27:54,W 41 St & 8 Ave,W 21 St & 6 Ave,1134,member
ride_692447,classic_bike,2024-09-25 03:52:00,2024-09-25 04:13:06,University Pl & E 14 St,Hudson St & Reade St,1266,member
ride_993744,electric_bike,2024-09-15 02:46:00,2024-09-15 03:01:30,E 17 St & Broadway,University Pl & E 14 St,930,member
ride_770872,classic_bike,2024-09-06 01:03:00,2024-09-06 01:22:12,8 Ave & W 31 St,W 72 St & Columbus Ave,1152,member
ride_725780,classic_bike,2024-09-04 02:00:00,2024-09-04 02:34:06,W 72 St & Columbus Ave,Hudson St & Reade St,2046,member
ride_827659,classic_bike,2024-09-02 19:50:00,2024-09-02 20:14:36,Central Park S & 6 Ave,Fulton St & Broadway,1476,member
ride_387936,electric_bike,2024-09-30 18:45:00,2024-09-30 19:10:30,Fulton St & Broadway,Central Park S & 6 Ave,1530,member
ride_533911,classic_bike,2024-09-14 16:08:00,2024-09-14 16:24:12,W 21 St & 6 Ave,W 41 St & 8 Ave,972,member
ride_742039,classic_bike,2024-09-08 20:45:00,2024-09-08 21:10:12,E 17 St & Broadway,Hudson St & Reade St,1512,member
ride_809176,classic_bike,2024-09-03 15:59:00,2024-09-03 16:35:54,8 Ave & W 31 St,Broadway & W 60 St,2214,member
ride_468247,electric_bike,2024-09-23 23:30:00,2024-09-23 23:49:00,8 Ave & W 31 St,Hudson St & Reade St,1140,member
ride_857273,classic_bike,2024-09-20 21:31:00,2024-09-20 22:03:06,W 21 St & 6 Ave,W 72 St & Columbus Ave,1926,member
ride_699743,electric_bike,2024-09-15 20:35:00,2024-09-15 20:52:54,Hudson St & Reade St,Central Park S & 6 Ave,1074,member
ride_741599,electric_bike,2024-09-26 21:05:00,2024-09-26 21:37:12,Fulton St & Broadway,Central Park S & 6 Ave,1932,member
ride_515594,electric_bike,2024-09-17 15:53:00,2024-09-17 16:10:24,8 Ave & W 31 St,W 21 St & 6 Ave,1044,member
ride_835901,electric_bike,2024-09-05 02:55:00,2024-09-05 03:05:48,University Pl & E 14 St,Fulton St & Broadway,648,member
ride_791798,electric_bike,2024-09-30 15:45:00,2024-09-30 16:45:54,8 Ave & W 31 St,Central Park S & 6 Ave,3654,casual
ride_512151,classic_bike,2024-09-20 03:52:00,2024-09-20 04:22:30,8 Ave & W 31 St,W 72 St & Columbus Ave,1830,member
ride_827117,classic_bike,2024-09-21 20:57:00,2024-09-21 21:10:00,Fulton St & Broadway,W 72 St & Columbus Ave,780,member
ride_901467,classic_bike,2024-09-17 15:03:00,2024-09-17 15:36:12,E 17 St & Broadway,W 21 St & 6 Ave,1992,member
ride_148823,electric_bike,2024-09-29 18:14:00,2024-09-29 18:30:18,Fulton St & Broadway,Broadway & W 60 St,978,member
ride_924613,electric_bike,2024-09-05 19:34:00,2024-09-05 19:52:06,Hudson St & Reade St,W 72 St & Columbus Ave,1086,member
ride_273982,classic_bike,2024-09-18 22:44:00,2024-09-18 22:55:30,E 17 St & Broadway,W 21 St & 6 Ave,690,member
ride_157174,classic_bike,2024-09-06 02:04:00,2024-09-06 02:20:12,Broadway & W 60 St,W 21 St & 6 Ave,972,member
ride_989587,classic_bike,2024-09-08 19:56:00,2024-09-08 20:25:06,Hudson St & Reade St,Fulton St & Broadway,1746,member
ride_177680,classic_bike,2024-09-08 14:46:00,2024-09-08 15:16:30,University Pl & E 14 St,Hudson St & Reade St,1830,member
ride_325465,classic_bike,2024-09-05 15:35:00,2024-09-05 15:55:48,Broadway & W 60 St,W 21 St & 6 Ave,1248,member
ride_598216,classic_bike,2024-09-23 17:39:00,2024-09-23 17:58:36,W 21 St & 6 Ave,Broadway & W 60 St,1176,member
ride_341736,classic_bike,2024-10-02 01:59:00,2024-10-02 02:22:36,Broadway & W 60 St,W 41 St & 8 Ave,1416,member
ride_928766,classic_bike,2024-10-01 17:37:00,2024-10-01 17:42:00,8 Ave & W 31 St,Broadway & W 60 St,300,member
ride_921021,classic_bike,2024-09-11 01:38:00,2024-09-11 01:58:36,Hudson St & Reade St,W 72 St & Columbus Ave,1236,member
ride_576877,classic_bike,2024-09-05 20:30:00,2024-09-05 20:49:24,Hudson St & Reade St,E 17 St & Broadway,1164,member
ride_405420,electric_bike,2024-09-04 01:02:00,2024-09-04 01:15:30,Central Park S & 6 Ave,8 Ave & W 31 St,810,member
ride_949153,electric_bike,2024-09-03 22:07:00,2024-09-03 22:34:18,W 21 St & 6 Ave,Hudson St & Reade St,1638,member
ride_599127,classic_bike,2024-09-27 04:11:00,2024-09-27 04:33:12,University Pl & E 14 St,W 72 St & Columbus Ave,1332,member
ride_653306,classic_bike,2024-10-02 01:45:00,2024-10-02 02:25:00,8 Ave & W 31 St,W 41 St & 8 Ave,2400,casual
ride_802685,classic_bike,2024-09-25 21:52:00,2024-09-25 22:16:18,W 41 St & 8 Ave,University Pl & E 14 St,1458,member
ride_203398,electric_bike,2024-09-10 23:11:00,2024-09-10 23:29:06,Fulton St & Broadway,Hudson St & Reade St,1086,member
ride_624139,classic_bike,2024-09-27 15:10:00,2024-09-27 15:28:30,8 Ave & W 31 St,E 17 St & Broadway,1110,member
ride_282927,electric_bike,2024-09-10 16:13:00,2024-09-10 16:40:42,Central Park S & 6 Ave,W 72 St & Columbus Ave,1662,member
ride_377746,electric_bike,2024-09-18 01:45:00,2024-09-18 02:44:06,Fulton St & Broadway,8 Ave & W 31 St,3546,casual
ride_452737,classic_bike,2024-09-24 15:47:00,2024-09-24 16:13:24,W 72 St & Columbus Ave,University Pl & E 14 St,1584,member
ride_843788,classic_bike,2024-09-07 16:49:00,2024-09-07 17:06:48,8 Ave & W 31 St,University Pl & E 14 St,1068,member
ride_667296,classic_bike,2024-09-16 01:04:00,2024-09-16 01:36:24,W 41 St & 8 Ave,Hudson St & Reade St,1944,member
ride_520651,electric_bike,2024-09-16 01:31:00,2024-09-16 02:41:06,W 21 St & 6 Ave,University Pl & E 14 St,4206,casual
ride_998348,classic_bike,2024-09-04 20:04:00,2024-09-04 20:23:12,University Pl & E 14 St,W 21 St & 6 Ave,1152,member
ride_617781,classic_bike,2024-09-20 15:59:00,2024-09-20 16:16:18,Hudson St & Reade St,W 72 St & Columbus Ave,1038,member
ride_116547,classic_bike,2024-09-21 03:31:00,2024-09-21 03:58:06,W 72 St & Columbus Ave,W 41 St & 8 Ave,1626,member
ride_555052,classic_bike,2024-09-16 15:09:00,2024-09-16 15:41:18,Central Park S & 6 Ave,E 17 St & Broadway,1937,member
ride_740255,electric_bike,2024-09-19 20:13:00,2024-09-19 20:23:00,Central Park S & 6 Ave,Hudson St & Reade St,600,member
ride_232361,electric_bike,2024-09-21 17:08:00,2024-09-21 17:35:12,Fulton St & Broadway,W 21 St & 6 Ave,1632,member
ride_222629,classic_bike,2024-09-19 16:50:00,2024-09-19 17:22:36,Central Park S & 6 Ave,W 41 St & 8 Ave,1956,member
ride_197545,classic_bike,2024-09-27 21:01:00,2024-09-27 21:12:30,8 Ave & W 31 St,W 41 St & 8 Ave,690,member
ride_711046,classic_bike,2024-09-11 02:12:00,2024-09-11 02:44:36,W 41 St & 8 Ave,E 17 St & Broadway,1956,member
ride_680189,classic_bike,2024-09-12 20:32:00,2024-09-12 20:48:48,W 21 St & 6 Ave,W 41 St & 8 Ave,1008,member
ride_407696,electric_bike,2024-09-10 22:10:00,2024-09-10 22:33:48,Fulton St & Broadway,W 21 St & 6 Ave,1428,member
ride_528625,classic_bike,2024-09-07 16:53:00,2024-09-07 17:23:36,Broadway & W 60 St,Fulton St & Broadway,1836,member
ride_691573,electric_bike,2024-09-09 22:03:00,2024-09-09 22:10:48,W 41 St & 8 Ave,E 17 St & Broadway,468,member
ride_768169,classic_bike,2024-09-29 16:07:00,2024-09-29 16:23:12,Hudson St & Reade St,8 Ave & W 31 St,972,member
ride_654816,electric_bike,2024-09-22 01:32:00,2024-09-22 02:12:00,W 72 St & Columbus Ave,Fulton St & Broadway,2400,casual
ride_261745,classic_bike,2024-09-17 20:09:00,2024-09-17 20:30:30,W 72 St & Columbus Ave,University Pl & E 14 St,1290,member
ride_846746,electric_bike,2024-09-26 20:08:00,2024-09-26 20:32:30,W 72 St & Columbus Ave,Hudson St & Reade St,1470,member
ride_898329,classic_bike,2024-09-11 15:30:00,2024-09-11 15:47:30,Fulton St & Broadway,W 41 St & 8 Ave,1050,member
ride_901909,electric_bike,2024-09-22 20:08:00,2024-09-22 20:30:00,W 72 St & Columbus Ave,W 21 St & 6 Ave,1320,member
ride_661654,classic_bike,2024-09-04 18:43:00,2024-09-04 19:03:24,W 41 St & 8 Ave,E 17 St & Broadway,1224,member
ride_586462,classic_bike,2024-09-22 21:30:00,2024-09-22 21:47:30,W 72 St & Columbus Ave,Central Park S & 6 Ave,1050,member
ride_384913,electric_bike,2024-10-01 21:34:00,2024-10-01 21:50:36,Broadway & W 60 St,Central Park S & 6 Ave,996,member
ride_815198,classic_bike,2024-09-04 16:32:00,2024-09-04 16:47:54,W 41 St & 8 Ave,Central Park S & 6 Ave,954,member
ride_673896,classic_bike,2024-09-12 17:57:00,2024-09-12 18:23:12,Broadway & W 60 St,University Pl & E 14 St,1572,member
ride_502491,electric_bike,2024-09-04 03:54:00,2024-09-04 03:59:24,Hudson St & Reade St,W 41 St & 8 Ave,324,member
ride_715895,classic_bike,2024-09-02 23:56:00,2024-09-03 00:10:00,E 17 St & Broadway,W 21 St & 6 Ave,840,member
ride_588461,classic_bike,2024-09-04 20:56:00,2024-09-04 21:19:24,E 17 St & Broadway,Hudson St & Reade St,1404,member
ride_633188,electric_bike,2024-09-14 02:13:00,2024-09-14 02:32:24,E 17 St & Broadway,Fulton St & Broadway,1164,member
ride_922733,electric_bike,2024-09-07 17:06:00,2024-09-07 17:30:30,Fulton St & Broadway,Central Park S & 6 Ave,1470,member
ride_251668,classic_bike,2024-09-04 18:56:00,2024-09-04 19:29:24,Fulton St & Broadway,W 72 St & Columbus Ave,2004,member
ride_414849,classic_bike,2024-09-08 20:00:00,2024-09-08 20:32:30,W 41 St & 8 Ave,E 17 St & Broadway,1950,member
ride_144412,classic_bike,2024-09-18 22:08:00,2024-09-18 22:29:00,W 41 St & 8 Ave,Hudson St & Reade St,1260,member
ride_230521,electric_bike,2024-09-13 19:33:00,2024-09-13 19:54:18,W 41 St & 8 Ave,Broadway & W 60 St,1278,member
ride_776149,electric_bike,2024-09-13 19:36:00,2024-09-13 19:59:36,W 41 St & 8 Ave,W 72 St & Columbus Ave,1416,member
ride_856648,classic_bike,2024-09-11 21:51:00,2024-09-11 22:12:24,W 41 St & 8 Ave,Broadway & W 60 St,1284,member
ride_267475,classic_bike,2024-09-05 00:53:00,2024-09-05 01:14:00,Fulton St & Broadway,Broadway & W 60 St,1260,member
ride_757937,electric_bike,2024-09-29 00:42:00,2024-09-29 00:55:18,8 Ave & W 31 St,E 17 St & Broadway,798,member
ride_580102,classic_bike,2024-09-18 19:00:00,2024-09-18 19:23:30,Fulton St & Broadway,Central Park S & 6 Ave,1410,member
ride_354655,electric_bike,2024-09-03 21:05:00,2024-09-03 21:38:54,8 Ave & W 31 St,Fulton St & Broadway,2034,member
ride_518373,electric_bike,2024-09-03 04:08:00,2024-09-03 04:25:06,Central Park S & 6 Ave,W 41 St & 8 Ave,1026,member
ride_653948,classic_bike,2024-09-30 14:45:00,2024-09-30 15:03:06,W 72 St & Columbus Ave,E 17 St & Broadway,1086,member
ride_772985,classic_bike,2024-09-16 16:52:00,2024-09-16 17:20:12,8 Ave & W 31 St,W 72 St & Columbus Ave,1692,member
ride_862538,electric_bike,2024-09-25 22:41:00,2024-09-25 22:55:42,Hudson St & Reade St,W 21 St & 6 Ave,882,member
ride_348728,classic_bike,2024-09-24 18:59:00,2024-09-24 19:24:00,Fulton St & Broadway,E 17 St & Broadway,1500,member
ride_109767,classic_bike,2024-09-24 00:49:00,2024-09-24 01:04:54,W 41 St & 8 Ave,E 17 St & Broadway,954,member
ride_817956,electric_bike,2024-09-24 16:42:00,2024-09-24 17:12:12,Fulton St & Broadway,University Pl & E 14 St,1812,member
ride_830429,classic_bike,2024-09-15 20:46:00,2024-09-15 21:15:54,Broadway & W 60 St,Fulton St & Broadway,1794,member
ride_293319,classic_bike,2024-09-07 19:00:00,2024-09-07 19:18:06,Fulton St & Broadway,W 41 St & 8 Ave,1086,member
ride_739711,electric_bike,2024-09-11 22:51:00,2024-09-11 23:12:54,W 41 St & 8 Ave,Broadway & W 60 St,1314,member
ride_938722,classic_bike,2024-09-06 18:54:00,2024-09-06 19:28:00,Hudson St & Reade St,W 72 St & Columbus Ave,2040,member
ride_755900,electric_bike,2024-09-13 23:33:00,2024-09-13 23:57:36,E 17 St & Broadway,Broadway & W 60 St,1476,member
